Location,Price,Bedrooms,Bathrooms,Size (sqft),Ownership,Property type,Garden
Newcastle,235000.0,1.0,1.0,437.0,,Terraced,Yes
Newcastle,277800.0,1.0,1.0,682.0,,,No
Gateshead,237500.0,2.0,1.0,789.0,,Flat,Yes
Gateshead,159400.0,1.0,1.0,439.0,,,Yes
Sunderland,74500.0,3.0,1.0,411.0,,Apartment,
Gateshead,129800.0,3.0,1.0,445.0,,Detached,Yes
Newcastle,235500.0,2.0,1.0,457.0,,Terraced,Not Specified
Sunderland,70900.0,2.0,1.0,406.0,,Apartment,Not Specified
Sunderland,95300.0,2.0,1.0,764.0,,Mansionette,
Gateshead,,2.0,,491.0,,Semi-Detached,No
Newcastle,267800.0,3.0,1.0,833.0,Freehold,Flat,Yes
Newcastle,97600.0,1.0,1.0,473.0,,Flat,Yes
Newcastle,206400.0,1.0,1.0,432.0,Freehold,Semi-Detached,No
Newcastle,212300.0,3.0,1.0,448.0,,Not Specified,Yes
Newcastle,274900.0,2.0,2.0,631.0,Leasehold,Semi-Detached,Not Specified
Gateshead,133000.0,1.0,1.0,405.0,Leasehold,Not Specified,No
Newcastle,173900.0,2.0,1.0,459.0,,Terraced,
Newcastle,117700.0,3.0,1.0,442.0,,Semi-Detached,Yes
Consett,57100.0,1.0,1.0,433.0,Leasehold,Semi-Detached,No
Gateshead,137100.0,3.0,1.0,456.0,Leasehold,Detached,Yes
Sunderland,109000.0,2.0,1.0,641.0,,Detached,Yes
Sunderland,73900.0,2.0,1.0,405.0,,Semi-Detached,
Newcastle,193600.0,1.0,1.0,469.0,,Semi-Detached,Yes
Gateshead,129400.0,2.0,2.0,472.0,,Terraced,
Gateshead,113300.0,2.0,1.0,567.0,,Flat,Yes
Newcastle,198800.0,1.0,1.0,545.0,Unknown,Not Specified,Not Specified
Gateshead,173300.0,2.0,1.0,517.0,Freehold,Flat,Yes
Newcastle,148100.0,2.0,1.0,458.0,,Apartment,Yes
Gateshead,156000.0,2.0,1.0,420.0,,Mansionette,Yes
Newcastle,148400.0,2.0,1.0,604.0,,Detached,
Newcastle,305200.0,4.0,1.0,595.0,Leasehold,Flat,No
Gateshead,229900.0,2.0,1.0,463.0,,Semi-Detached,Patio
Gateshead,142000.0,4.0,1.0,454.0,,,Yes
Sunderland,72800.0,3.0,1.0,472.0,,Detached,Yes
Gateshead,304600.0,2.0,1.0,1056.0,,Terraced,Yes
Gateshead,202500.0,2.0,1.0,788.0,Leasehold,,Patio
Gateshead,,2.0,,420.0,,Semi-Detached,Yes
Gateshead,154300.0,1.0,1.0,470.0,,Semi-Detached,Yes
Newcastle,388200.0,3.0,1.0,770.0,,Mansionette,Yes
,,3.0,1.0,479.0,,Semi-Detached,No
Sunderland,92600.0,2.0,1.0,416.0,,Semi-Detached,No
Gateshead,193100.0,2.0,1.0,545.0,,Flat,Yes
Consett,46900.0,2.0,1.0,461.0,,,Yes
Newcastle,480800.0,2.0,1.0,828.0,,Detached,Not Specified
Newcastle,164300.0,4.0,1.0,457.0,Unknown,,
Newcastle,237300.0,3.0,1.0,410.0,,Mansionette,Yes
Gateshead,198100.0,3.0,1.0,465.0,,Terraced,No
Newcastle,239600.0,2.0,2.0,442.0,Freehold,,No
Newcastle,168700.0,4.0,1.0,494.0,Unknown,Semi-Detached,Yes
Morpeth,223200.0,2.0,1.0,428.0,,Flat,Yes
Sunderland,82400.0,2.0,1.0,418.0,,Semi-Detached,Not Specified
Newcastle,212900.0,2.0,1.0,510.0,Unknown,Terraced,
Gateshead,151800.0,3.0,1.0,588.0,Leasehold,Terraced,
Newcastle,182700.0,2.0,1.0,424.0,,Semi-Detached,Yes
Gateshead,188900.0,2.0,2.0,432.0,,,Yes
Gateshead,139000.0,2.0,1.0,410.0,Co-operative Society,,Yes
Newcastle,265500.0,3.0,1.0,823.0,Leasehold,Not Specified,Yes
Gateshead,156600.0,3.0,1.0,461.0,,Terraced,
Gateshead,,3.0,1.0,,,Flat,Yes
Newcastle,,2.0,1.0,,,,Not Specified
Gateshead,111200.0,2.0,1.0,419.0,,Detached,Yes
Consett,53700.0,3.0,1.0,519.0,,,Yes
Gateshead,203900.0,2.0,1.0,437.0,,Terraced,Yes
Gateshead,162300.0,3.0,1.0,445.0,,Semi-Detached,Yes
Gateshead,154500.0,2.0,1.0,426.0,Unknown,,No
Gateshead,128400.0,1.0,1.0,461.0,,Semi-Detached,Patio
Newcastle,,1.0,1.0,,,Terraced,Yes
Morpeth,89500.0,2.0,1.0,501.0,,Terraced,
Gateshead,187800.0,4.0,1.0,481.0,Freehold,Terraced,Yes
Newcastle,246900.0,2.0,1.0,448.0,,Semi-Detached,Yes
,,2.0,1.0,482.0,,Semi-Detached,Not Specified
Newcastle,285200.0,2.0,1.0,440.0,,Mansionette,Not Specified
Newcastle,138800.0,1.0,1.0,423.0,Freehold,Not Specified,Yes
Newcastle,,2.0,2.0,,Freehold,Mansionette,Yes
Newcastle,234500.0,4.0,1.0,503.0,,Flat,Not Specified
Gateshead,112200.0,3.0,1.0,453.0,Leasehold,Detached,No
Gateshead,,2.0,1.0,,,Semi-Detached,Yes
Newcastle,257900.0,1.0,1.0,435.0,,,Yes
Gateshead,240500.0,4.0,1.0,528.0,,,Not Specified
Sunderland,172000.0,3.0,2.0,1062.0,,Not Specified,Yes
Gateshead,148300.0,3.0,1.0,446.0,Leasehold,Semi-Detached,Yes
Gateshead,206300.0,3.0,1.0,645.0,Leasehold,Mansionette,No
Newcastle,122700.0,2.0,1.0,457.0,Leasehold,,Yes
Newcastle,225100.0,2.0,1.0,412.0,,,No
Newcastle,188400.0,1.0,1.0,484.0,,Flat,Yes
Newcastle,274700.0,2.0,1.0,535.0,Leasehold,,No
Gateshead,123700.0,2.0,1.0,429.0,Unknown,Semi-Detached,Yes
Sunderland,112100.0,3.0,2.0,492.0,,Flat,Not Specified
Gateshead,153400.0,2.0,1.0,503.0,,Terraced,
Newcastle,104800.0,2.0,1.0,475.0,,Semi-Detached,
Gateshead,138300.0,2.0,1.0,431.0,,Semi-Detached,Patio
Newcastle,308600.0,3.0,2.0,672.0,,Mansionette,Yes
Sunderland,53200.0,4.0,1.0,465.0,,Terraced,
Newcastle,,3.0,1.0,,,Flat,
Newcastle,180400.0,3.0,1.0,537.0,Freehold,Semi-Detached,Yes
Newcastle,,3.0,1.0,,,Semi-Detached,No
Gateshead,159600.0,3.0,2.0,429.0,,,Yes
Gateshead,182000.0,3.0,1.0,436.0,Freehold,,Yes
Newcastle,202800.0,1.0,1.0,434.0,Freehold,Semi-Detached,Yes
Gateshead,169000.0,3.0,1.0,671.0,,Semi-Detached,
Consett,45500.0,2.0,1.0,432.0,,Terraced,Yes
Newcastle,347600.0,3.0,2.0,823.0,,Flat,Patio
Gateshead,124300.0,1.0,1.0,465.0,Leasehold,Flat,Yes
Gateshead,623700.0,2.0,1.0,1797.0,Leasehold,Mansionette,Not Specified
Newcastle,,3.0,,468.0,,Apartment,Patio
,,2.0,1.0,413.0,Freehold,Terraced,Yes
Newcastle,228600.0,1.0,1.0,447.0,,Flat,Not Specified
Gateshead,,2.0,,468.0,,Terraced,
Newcastle,,4.0,2.0,,,Terraced,Not Specified
Newcastle,176400.0,3.0,1.0,461.0,,Flat,
Newcastle,147700.0,3.0,2.0,446.0,,,
Newcastle,,2.0,1.0,,,Semi-Detached,Yes
Gateshead,,2.0,1.0,,,Terraced,Not Specified
Gateshead,152800.0,4.0,1.0,450.0,,Semi-Detached,Yes
Morpeth,80900.0,3.0,1.0,422.0,,Flat,Yes
Gateshead,172100.0,2.0,1.0,540.0,Leasehold,,Yes
Sunderland,58300.0,2.0,1.0,416.0,Freehold,Not Specified,Not Specified
Gateshead,185400.0,2.0,1.0,509.0,,Semi-Detached,Patio
Newcastle,,2.0,1.0,,,Terraced,Yes
Newcastle,,3.0,2.0,,Freehold,Terraced,Yes
Newcastle,,2.0,,456.0,Unknown,Terraced,Not Specified
Newcastle,307700.0,3.0,1.0,439.0,,,Yes
Newcastle,186700.0,2.0,1.0,446.0,,Detached,
Newcastle,204100.0,2.0,1.0,414.0,,Mansionette,Yes
Gateshead,173600.0,3.0,1.0,433.0,,,Yes
Gateshead,209300.0,2.0,1.0,424.0,Freehold,Semi-Detached,Not Specified
Gateshead,176100.0,2.0,2.0,473.0,Leasehold,Terraced,No
Gateshead,149600.0,2.0,1.0,449.0,,Not Specified,No
Sunderland,81100.0,5.0,1.0,429.0,,Apartment,Patio
Newcastle,233500.0,2.0,1.0,740.0,,Mansionette,
Newcastle,272700.0,2.0,1.0,428.0,,Terraced,Not Specified
Newcastle,,2.0,1.0,,Freehold,Not Specified,Yes
Gateshead,302100.0,1.0,2.0,862.0,,Detached,
Newcastle,,3.0,,468.0,,Semi-Detached,Patio
Gateshead,162000.0,4.0,2.0,411.0,,Semi-Detached,
Newcastle,225100.0,3.0,1.0,445.0,,Apartment,No
Gateshead,121000.0,3.0,1.0,406.0,,Flat,Patio
Newcastle,,3.0,,426.0,,Flat,Yes
Newcastle,181000.0,2.0,1.0,400.0,,Detached,Yes
Gateshead,119500.0,2.0,1.0,424.0,Freehold,Semi-Detached,Yes
Newcastle,155300.0,2.0,2.0,441.0,,Detached,Yes
Gateshead,146100.0,2.0,1.0,438.0,Freehold,Flat,No
Newcastle,162900.0,2.0,1.0,422.0,Co-operative Society,Terraced,Not Specified
Sunderland,54000.0,2.0,1.0,415.0,,Detached,Patio
Newcastle,283700.0,3.0,1.0,569.0,Co-operative Society,Flat,No
Newcastle,141900.0,3.0,1.0,425.0,Unknown,,Yes
Newcastle,201600.0,1.0,1.0,602.0,,Semi-Detached,Not Specified
Gateshead,175600.0,2.0,2.0,451.0,,Terraced,Yes
Newcastle,,1.0,1.0,,Freehold,Not Specified,Yes
Gateshead,224700.0,,1.0,936.0,,Semi-Detached,Yes
Newcastle,179200.0,3.0,1.0,426.0,Freehold,Terraced,Not Specified
Gateshead,132400.0,3.0,1.0,432.0,Freehold,,No
Morpeth,72100.0,3.0,1.0,497.0,,Terraced,Yes
Gateshead,222100.0,3.0,1.0,453.0,,Terraced,No
Gateshead,170300.0,2.0,1.0,494.0,,,Yes
Newcastle,232400.0,3.0,1.0,458.0,,,Patio
Newcastle,178100.0,2.0,1.0,484.0,,Semi-Detached,Yes
Newcastle,386200.0,1.0,1.0,640.0,,Terraced,Yes
,,2.0,1.0,452.0,Unknown,Mansionette,Yes
Sunderland,64600.0,3.0,1.0,554.0,,,Yes
Newcastle,214600.0,3.0,1.0,546.0,Freehold,Detached,Yes
Newcastle,143100.0,1.0,1.0,437.0,,Semi-Detached,Patio
Gateshead,101600.0,1.0,1.0,408.0,Unknown,Semi-Detached,No
Newcastle,150100.0,2.0,1.0,406.0,,Detached,Yes
Newcastle,,2.0,1.0,,,Semi-Detached,No
Newcastle,,1.0,1.0,,Leasehold,Semi-Detached,Yes
Newcastle,183300.0,3.0,1.0,544.0,,Detached,Not Specified
Gateshead,274900.0,3.0,1.0,764.0,,Detached,Yes
Gateshead,147800.0,1.0,1.0,407.0,Co-operative Society,Detached,
Gateshead,143200.0,2.0,1.0,494.0,,,Yes
Gateshead,165000.0,5.0,1.0,432.0,,,Yes
Sunderland,71100.0,2.0,2.0,448.0,Freehold,Semi-Detached,Yes
Gateshead,,5.0,1.0,,,Apartment,Not Specified
Gateshead,,4.0,1.0,,Freehold,Terraced,Yes
Newcastle,687000.0,1.0,1.0,1470.0,Leasehold,Apartment,Yes
Newcastle,235300.0,2.0,1.0,569.0,Freehold,Semi-Detached,Not Specified
Gateshead,136400.0,2.0,1.0,453.0,Unknown,Terraced,Patio
Newcastle,286000.0,2.0,2.0,479.0,,Semi-Detached,No
Sunderland,103800.0,1.0,1.0,420.0,Leasehold,Flat,
Newcastle,286800.0,2.0,2.0,592.0,Leasehold,Semi-Detached,No
Sunderland,,3.0,,413.0,Freehold,Flat,Patio
Newcastle,188000.0,3.0,2.0,429.0,,,Yes
Newcastle,,2.0,1.0,,,Terraced,Not Specified
Gateshead,189800.0,5.0,1.0,435.0,,Terraced,
Consett,42100.0,2.0,1.0,436.0,,Flat,No
Gateshead,161300.0,3.0,1.0,435.0,Freehold,Terraced,Yes
Gateshead,211300.0,5.0,2.0,545.0,,,Yes
Sunderland,142200.0,3.0,1.0,767.0,Freehold,Flat,No
Newcastle,201800.0,3.0,1.0,472.0,,Semi-Detached,Yes
Gateshead,91400.0,2.0,1.0,433.0,,Terraced,Yes
Gateshead,141100.0,2.0,1.0,461.0,Unknown,Flat,Yes
Gateshead,126300.0,2.0,2.0,538.0,,Semi-Detached,No
Newcastle,182600.0,2.0,1.0,454.0,,Semi-Detached,Yes
Consett,70100.0,3.0,1.0,478.0,,Detached,Yes
Gateshead,169300.0,2.0,2.0,446.0,Freehold,Detached,Not Specified
Morpeth,197600.0,4.0,1.0,634.0,,,Yes
Newcastle,293700.0,1.0,1.0,447.0,Co-operative Society,Terraced,
Newcastle,153700.0,1.0,1.0,421.0,Freehold,Mansionette,Yes
Sunderland,113700.0,1.0,2.0,441.0,,Flat,Patio
Gateshead,158700.0,2.0,1.0,523.0,,,
Sunderland,163900.0,2.0,1.0,1019.0,Freehold,Semi-Detached,Not Specified
Gateshead,192000.0,3.0,1.0,418.0,,,No
Newcastle,555600.0,1.0,1.0,1566.0,Freehold,Not Specified,
Gateshead,162400.0,3.0,1.0,478.0,,Semi-Detached,Patio
Morpeth,115700.0,,1.0,578.0,Leasehold,Apartment,
Gateshead,164700.0,3.0,1.0,438.0,,Detached,
Newcastle,242300.0,2.0,1.0,451.0,Freehold,Apartment,Yes
Newcastle,459900.0,1.0,1.0,743.0,Freehold,,Yes
Gateshead,165100.0,1.0,1.0,403.0,,Terraced,Yes
Gateshead,184700.0,2.0,1.0,447.0,,Terraced,
Gateshead,130200.0,3.0,1.0,420.0,Freehold,Semi-Detached,Yes
Newcastle,331800.0,2.0,1.0,584.0,,Not Specified,Yes
Gateshead,333800.0,3.0,1.0,1046.0,,Semi-Detached,Yes
Newcastle,392900.0,4.0,2.0,443.0,,Terraced,Yes
Newcastle,255000.0,2.0,1.0,425.0,,Semi-Detached,Yes
Sunderland,89300.0,1.0,2.0,411.0,,,No
Morpeth,128800.0,2.0,1.0,442.0,Unknown,,Patio
Newcastle,205400.0,3.0,1.0,520.0,Unknown,,No
Gateshead,150200.0,2.0,1.0,442.0,,Mansionette,Yes
Gateshead,248100.0,2.0,1.0,622.0,,Apartment,Not Specified
Newcastle,284800.0,2.0,1.0,492.0,Freehold,Semi-Detached,Yes
Newcastle,254800.0,3.0,1.0,457.0,,Semi-Detached,
Newcastle,267400.0,4.0,2.0,561.0,,Mansionette,No
Newcastle,,2.0,,423.0,,Detached,Yes
Gateshead,157900.0,1.0,1.0,451.0,Unknown,Apartment,Yes
Newcastle,239100.0,2.0,1.0,464.0,,Apartment,Yes
Gateshead,,2.0,,458.0,,Semi-Detached,Yes
Gateshead,176100.0,3.0,1.0,432.0,Co-operative Society,Flat,
Gateshead,147900.0,4.0,2.0,426.0,,Semi-Detached,Yes
Gateshead,151800.0,2.0,1.0,485.0,,Flat,No
Newcastle,282100.0,3.0,2.0,471.0,,Flat,
Gateshead,165800.0,5.0,1.0,429.0,,Detached,Yes
Gateshead,120000.0,4.0,1.0,409.0,,Mansionette,Yes
Sunderland,,2.0,,408.0,,Semi-Detached,No
Gateshead,136400.0,1.0,1.0,404.0,,Semi-Detached,No
Gateshead,143200.0,2.0,2.0,416.0,,Semi-Detached,No
Consett,,2.0,,732.0,,Not Specified,No
Sunderland,74300.0,1.0,1.0,518.0,,Semi-Detached,No
Sunderland,83900.0,2.0,1.0,534.0,Freehold,Terraced,No
Gateshead,195300.0,1.0,1.0,655.0,,Detached,No
Newcastle,,2.0,1.0,,,Terraced,No
Newcastle,164900.0,2.0,1.0,492.0,Leasehold,Semi-Detached,Yes
Newcastle,194200.0,1.0,1.0,415.0,,Terraced,
Newcastle,,3.0,1.0,,,Detached,Yes
Gateshead,,5.0,1.0,,,Apartment,Patio
Newcastle,219400.0,1.0,2.0,443.0,,Semi-Detached,Yes
Newcastle,341000.0,2.0,2.0,464.0,,Not Specified,Not Specified
Gateshead,167500.0,3.0,1.0,456.0,,,Yes
Newcastle,239600.0,4.0,1.0,500.0,,Flat,Yes
Gateshead,218400.0,3.0,1.0,462.0,,Semi-Detached,Yes
Sunderland,,3.0,,476.0,,Semi-Detached,Not Specified
Newcastle,,1.0,,,Freehold,Semi-Detached,Yes
Gateshead,129600.0,4.0,1.0,456.0,,Semi-Detached,Not Specified
Gateshead,254200.0,3.0,1.0,447.0,,Semi-Detached,Yes
Newcastle,162100.0,5.0,1.0,454.0,,Flat,No
Morpeth,100600.0,2.0,2.0,439.0,,Semi-Detached,No
Newcastle,297800.0,2.0,1.0,564.0,,Terraced,Patio
Gateshead,161100.0,2.0,1.0,464.0,Leasehold,Terraced,No
Consett,78100.0,3.0,1.0,456.0,,Detached,Yes
Newcastle,260000.0,2.0,1.0,480.0,,Terraced,
Newcastle,1029200.0,2.0,1.0,1691.0,,Flat,Yes
Gateshead,131100.0,1.0,1.0,454.0,Freehold,Mansionette,Yes
Newcastle,170800.0,2.0,2.0,514.0,Co-operative Society,Semi-Detached,
Newcastle,201200.0,2.0,1.0,426.0,Freehold,Semi-Detached,Yes
,,2.0,1.0,440.0,,Detached,Yes
Newcastle,265200.0,1.0,1.0,434.0,,Semi-Detached,Yes
,,2.0,1.0,477.0,Unknown,,Yes
Sunderland,,2.0,1.0,,,Detached,
Gateshead,159000.0,4.0,1.0,495.0,Freehold,Detached,No
Newcastle,192400.0,2.0,1.0,427.0,Freehold,Detached,Yes
Gateshead,149000.0,1.0,1.0,419.0,,Mansionette,
Newcastle,223300.0,3.0,1.0,630.0,Leasehold,Detached,Yes
Gateshead,136300.0,2.0,1.0,448.0,,Semi-Detached,Yes
,,2.0,1.0,1151.0,Leasehold,Semi-Detached,Yes
Gateshead,131300.0,2.0,1.0,487.0,,Semi-Detached,No
Morpeth,,2.0,,435.0,,,Not Specified
Newcastle,137900.0,1.0,1.0,420.0,,Semi-Detached,
Newcastle,254500.0,4.0,1.0,554.0,Freehold,Semi-Detached,Yes
Newcastle,381700.0,4.0,2.0,1012.0,,Mansionette,Not Specified
Gateshead,,1.0,,527.0,,,Yes
Gateshead,163700.0,3.0,1.0,488.0,Unknown,Not Specified,No
Gateshead,122800.0,3.0,2.0,486.0,,Terraced,No
Morpeth,87100.0,3.0,1.0,503.0,,Not Specified,Not Specified
Sunderland,88100.0,2.0,1.0,533.0,,Mansionette,No
Newcastle,,4.0,1.0,,,Terraced,Yes
Newcastle,298900.0,3.0,1.0,821.0,,Mansionette,Yes
Newcastle,249400.0,3.0,1.0,407.0,,Flat,Yes
Newcastle,332100.0,1.0,1.0,534.0,,Apartment,Yes
Newcastle,186400.0,2.0,1.0,433.0,,Detached,No
Newcastle,183600.0,1.0,1.0,431.0,Unknown,Flat,
Gateshead,167700.0,2.0,2.0,410.0,,Semi-Detached,Not Specified
Gateshead,145200.0,1.0,1.0,491.0,Leasehold,Apartment,Patio
Sunderland,145400.0,2.0,1.0,484.0,Unknown,Semi-Detached,Not Specified
Newcastle,187800.0,2.0,1.0,413.0,,Semi-Detached,Yes
Newcastle,,3.0,1.0,,,,Yes
Gateshead,129700.0,4.0,1.0,469.0,,Detached,Not Specified
Newcastle,182500.0,1.0,1.0,435.0,,Detached,Yes
Newcastle,277200.0,2.0,1.0,517.0,Leasehold,Terraced,Yes
Gateshead,,2.0,1.0,,,Semi-Detached,Yes
Gateshead,173800.0,1.0,1.0,542.0,Freehold,,No
Newcastle,173100.0,2.0,1.0,422.0,,Semi-Detached,
Gateshead,138400.0,3.0,1.0,451.0,,Semi-Detached,Yes
Sunderland,96500.0,2.0,1.0,672.0,,Detached,Yes
Gateshead,118900.0,2.0,1.0,449.0,,Terraced,Yes
Gateshead,113800.0,1.0,1.0,428.0,Leasehold,Terraced,Not Specified
Newcastle,280000.0,4.0,1.0,528.0,,Semi-Detached,Not Specified
Sunderland,99500.0,1.0,1.0,445.0,Freehold,Semi-Detached,Yes
Newcastle,316500.0,3.0,1.0,590.0,,Terraced,Not Specified
Gateshead,109300.0,2.0,1.0,464.0,Co-operative Society,Semi-Detached,Yes
Gateshead,169300.0,2.0,1.0,549.0,,Semi-Detached,No
Sunderland,83800.0,3.0,1.0,513.0,,Terraced,Yes
Gateshead,204200.0,4.0,1.0,674.0,Unknown,Flat,
Newcastle,169400.0,4.0,2.0,402.0,,Terraced,No
Gateshead,,2.0,2.0,,,Mansionette,
Gateshead,212600.0,2.0,1.0,458.0,Freehold,Detached,Yes
Gateshead,215700.0,3.0,2.0,458.0,,Semi-Detached,Yes
Newcastle,178800.0,1.0,2.0,453.0,,Terraced,Yes
Sunderland,94400.0,3.0,2.0,453.0,,Apartment,Not Specified
Newcastle,317400.0,1.0,1.0,441.0,,,No
,,5.0,1.0,1583.0,,Semi-Detached,Yes
Gateshead,143300.0,1.0,1.0,413.0,,Semi-Detached,No
Gateshead,165100.0,3.0,1.0,428.0,,Terraced,Yes
Newcastle,224200.0,4.0,1.0,418.0,,,Not Specified
Newcastle,,1.0,1.0,,,Terraced,No
Newcastle,284500.0,2.0,1.0,449.0,,Terraced,No
Newcastle,201200.0,1.0,1.0,451.0,,Detached,
Consett,142300.0,,2.0,462.0,,Terraced,Yes
Gateshead,143800.0,2.0,1.0,432.0,,Not Specified,Patio
,,2.0,1.0,581.0,Freehold,,No
Gateshead,142700.0,2.0,1.0,449.0,,Semi-Detached,Yes
Sunderland,86800.0,2.0,1.0,414.0,Leasehold,Detached,Yes
Newcastle,355400.0,2.0,1.0,453.0,,Not Specified,Yes
Morpeth,75400.0,6.0,2.0,423.0,,Flat,Yes
Gateshead,114600.0,5.0,1.0,427.0,,Detached,Yes
Gateshead,177000.0,2.0,1.0,424.0,,Mansionette,Not Specified
Gateshead,182900.0,1.0,2.0,444.0,,,Yes
Gateshead,124400.0,1.0,1.0,437.0,Freehold,Terraced,Not Specified
Gateshead,184300.0,2.0,1.0,463.0,,Terraced,No
Gateshead,337100.0,2.0,2.0,813.0,Freehold,Terraced,
,,3.0,2.0,402.0,,,Yes
Newcastle,595200.0,2.0,1.0,950.0,,Terraced,No
Sunderland,110200.0,3.0,1.0,441.0,Freehold,Detached,
Gateshead,186700.0,2.0,1.0,416.0,Freehold,Semi-Detached,No
Newcastle,244400.0,3.0,1.0,619.0,,Semi-Detached,No
Newcastle,152200.0,2.0,1.0,416.0,,Semi-Detached,No
Newcastle,236100.0,2.0,1.0,473.0,,Mansionette,No
Sunderland,,4.0,,442.0,Freehold,Flat,No
Sunderland,58700.0,2.0,1.0,408.0,,,
Newcastle,317700.0,2.0,1.0,624.0,Freehold,,
Sunderland,107500.0,1.0,1.0,668.0,,Detached,
Newcastle,216600.0,2.0,1.0,420.0,,Semi-Detached,Yes
Gateshead,296300.0,4.0,1.0,693.0,Leasehold,Semi-Detached,Yes
Newcastle,197100.0,1.0,2.0,428.0,Leasehold,Semi-Detached,No
Gateshead,223300.0,3.0,1.0,558.0,Freehold,Terraced,Not Specified
Consett,50700.0,4.0,1.0,431.0,,Terraced,Yes
Gateshead,170400.0,2.0,1.0,433.0,,Mansionette,Yes
Newcastle,172200.0,2.0,1.0,437.0,,,Yes
Gateshead,122300.0,2.0,1.0,433.0,,Terraced,Yes
Gateshead,187100.0,2.0,1.0,440.0,,Terraced,Not Specified
Gateshead,338800.0,3.0,1.0,1160.0,,,Yes
Morpeth,101800.0,2.0,1.0,407.0,Co-operative Society,Semi-Detached,Not Specified
Morpeth,70000.0,2.0,2.0,646.0,,Flat,No
Newcastle,,2.0,,439.0,,Terraced,Yes
Gateshead,169000.0,3.0,1.0,429.0,Freehold,Semi-Detached,
Newcastle,197400.0,2.0,2.0,449.0,Freehold,,
Gateshead,,1.0,1.0,,,Flat,Yes
,,2.0,1.0,417.0,,Semi-Detached,Yes
Morpeth,72400.0,1.0,1.0,426.0,,Semi-Detached,No
Gateshead,128500.0,3.0,1.0,451.0,Freehold,,Yes
Sunderland,49100.0,1.0,1.0,432.0,Freehold,Terraced,Not Specified
Newcastle,242100.0,2.0,1.0,484.0,Unknown,Detached,Yes
Newcastle,213900.0,1.0,1.0,413.0,Leasehold,Mansionette,Not Specified
Gateshead,175500.0,4.0,1.0,452.0,,Flat,
Newcastle,138300.0,2.0,1.0,401.0,,Apartment,Yes
Morpeth,67500.0,2.0,1.0,441.0,,Detached,No
Gateshead,223000.0,2.0,1.0,546.0,Unknown,Semi-Detached,No
Newcastle,194000.0,2.0,1.0,422.0,,Semi-Detached,Yes
Gateshead,159300.0,2.0,2.0,429.0,Freehold,,Yes
Newcastle,170000.0,2.0,1.0,515.0,,Semi-Detached,No
Newcastle,284500.0,,1.0,447.0,Leasehold,,Yes
Sunderland,,2.0,,438.0,,Detached,Yes
Sunderland,112200.0,3.0,1.0,464.0,,Semi-Detached,Yes
Sunderland,66300.0,1.0,1.0,475.0,,Semi-Detached,No
Newcastle,188100.0,2.0,1.0,418.0,,Flat,Yes
Newcastle,182300.0,3.0,1.0,441.0,Unknown,Mansionette,No
Gateshead,173900.0,3.0,2.0,420.0,Leasehold,Terraced,No
Newcastle,386100.0,2.0,2.0,758.0,,,Not Specified
Gateshead,105900.0,3.0,1.0,427.0,,Terraced,No
,,2.0,1.0,434.0,,,Yes
Newcastle,330100.0,2.0,1.0,480.0,,Semi-Detached,Yes
Gateshead,,1.0,,521.0,,Not Specified,Yes
Newcastle,314300.0,2.0,1.0,469.0,,Flat,Patio
Gateshead,140900.0,2.0,1.0,412.0,,Terraced,
Morpeth,104900.0,3.0,1.0,1113.0,Freehold,Semi-Detached,Yes
Newcastle,105100.0,2.0,1.0,498.0,Leasehold,Semi-Detached,Yes
Newcastle,269800.0,4.0,1.0,431.0,,Terraced,Yes
Newcastle,598000.0,4.0,1.0,859.0,,Mansionette,Not Specified
Gateshead,356900.0,3.0,1.0,887.0,Leasehold,Semi-Detached,Yes
Newcastle,104000.0,2.0,1.0,402.0,,Mansionette,Not Specified
Newcastle,,2.0,1.0,,Leasehold,Semi-Detached,
Gateshead,194900.0,2.0,1.0,531.0,Freehold,Mansionette,Yes
Newcastle,158400.0,3.0,1.0,469.0,Leasehold,Apartment,
Morpeth,80800.0,1.0,2.0,441.0,,Terraced,Yes
Newcastle,584400.0,3.0,2.0,1012.0,,Semi-Detached,No
Morpeth,83900.0,2.0,1.0,458.0,Leasehold,Semi-Detached,Yes
Sunderland,,3.0,,,Unknown,,
Gateshead,102400.0,2.0,2.0,423.0,,Not Specified,No
Morpeth,76600.0,3.0,1.0,409.0,Freehold,Semi-Detached,Yes
Morpeth,101200.0,3.0,1.0,472.0,,,No
Newcastle,262600.0,5.0,1.0,560.0,,Flat,No
Newcastle,229500.0,2.0,1.0,512.0,Leasehold,Semi-Detached,Not Specified
Newcastle,,1.0,,429.0,,Terraced,No
Gateshead,295700.0,1.0,2.0,489.0,,Detached,Yes
Sunderland,,2.0,,430.0,,Not Specified,Yes
Newcastle,144100.0,2.0,1.0,407.0,,Terraced,
Newcastle,361000.0,3.0,2.0,500.0,,Terraced,No
Newcastle,160800.0,2.0,1.0,500.0,,Terraced,No
Sunderland,90000.0,2.0,1.0,415.0,Freehold,Terraced,Patio
Morpeth,53400.0,2.0,1.0,463.0,Freehold,Terraced,Yes
Morpeth,89600.0,2.0,1.0,406.0,,,Yes
Gateshead,194700.0,2.0,1.0,444.0,,Mansionette,Yes
Newcastle,246200.0,2.0,1.0,490.0,,Mansionette,
Newcastle,178400.0,1.0,1.0,425.0,,Flat,Yes
Newcastle,273400.0,3.0,1.0,428.0,Leasehold,Mansionette,Yes
